id,message,from_id,year,month,day,hour,minute,second,reply
426150,سالكة,946490964,2023,3,15,15,56,16,
426151,سالك,946490964,2023,3,15,15,56,29,
426152,يسلمو,5254149912,2023,3,15,15,56,39,
426153,من مفرق دير شرف لمفرق جيت صرة سالك,645808877,2023,3,15,15,58,39,
426154,️ بوابة عين يبرود فاتحة,946490964,2023,3,15,15,59,4,
426155,مسا الخير يا اخوان حاجز الكنتينر فاتح ولا مسكر,5546015475,2023,3,15,15,59,9,
426156,اطلع من بيت لحم والا لسا الكونتينر ازمه,1827882971,2023,3,15,15,59,18,لسا ازمة
426157,️ اشارات عوفرا سالكة,946490964,2023,3,15,15,59,33,
426158,اطلع يلا خليك اتروح,946490964,2023,3,15,16,0,11,بس اخلص بديش اروح
426159,بس اخلص بديش اروح,1827882971,2023,3,15,16,1,16,تاني مرة لما بدك اتروح  بتسأل تعملش زي هدولاك كيف الطريق بكرة
426160,تاني مرة لما بدك اتروح  بتسأل تعملش زي هدولاك كيف الطريق بكرة,946490964,2023,3,15,16,3,20,
426161,يسعد اوقاتكم طمنونا عن حاجز دير شرف سالك ؟؟باتجاه جنين,5192651362,2023,3,15,16,3,30,سالكة
426162,بيت لحم سالك يا اخوان ؟,5546015475,2023,3,15,16,4,48,
426163,يتسهار سالك,645808877,2023,3,15,16,6,45,
426164,شو وضع بيت فوريك,1316803880,2023,3,15,16,7,47,
426165,حاجز الكنتينر مسكر ولا تفتيش؟؟؟؟,5528420024,2023,3,15,16,7,52,
426166,,5454212460,2023,3,15,16,10,56,
426167,شافي شمرون تفتيش سيارات,5454212460,2023,3,15,16,11,6,
426168,دير شرف يا شباب الي داخل,5297057800,2023,3,15,16,12,35,سالكة
426169,سالكة,946490964,2023,3,15,16,12,41,
426170,شو وضع بيت فوريك,1294516245,2023,3,15,16,12,58,
426171,سالكة,946490964,2023,3,15,16,13,2,
426172,للمعني الحدود اللبنانية مفتوحة,5912468769,2023,3,15,16,13,5,
426173,يسلم ايديك,5297057800,2023,3,15,16,13,16,
426174,شو وضع حاجر بيت فوريك شباب,1294516245,2023,3,15,16,14,19,
426175,لسا ازمة,946490964,2023,3,15,16,14,50,
426176,,946490964,2023,3,15,16,15,22,
426177,شو وضع حاجز صره,5153971969,2023,3,15,16,17,49,سالكة
426178,؟؟,5153971969,2023,3,15,16,17,57,
426179,وحواره,5153971969,2023,3,15,16,17,59,ازمة خفيفة ع دوار يتسهار للي داخل ع نابلس
426180,سالكة,946490964,2023,3,15,16,18,10,
426181,ازمة خفيفة ع دوار يتسهار للي داخل ع نابلس,946490964,2023,3,15,16,18,27,
426182,يسموو,5153971969,2023,3,15,16,18,45,
426183,يسلموو,5153971969,2023,3,15,16,18,49,
426184,زعتره سالك ولا,1651433971,2023,3,15,16,33,51,منيحه ابو ادم توكل عالله
426185,منيحه ابو ادم توكل عالله,1827882971,2023,3,15,16,34,52,اخوه انتي غالي الله يعطيك العافيه
426186,اخوه انتي غالي الله يعطيك العافيه,1651433971,2023,3,15,16,35,17,
426187,بعد اذنكم بوابة تل المربعة مفتوحة ولا مسكرة,5020854752,2023,3,15,16,37,8,مسكره بوابه مادما
426188,مسكره بوابه مادما,1827882971,2023,3,15,16,37,52,
426189,شكرا,5020854752,2023,3,15,16,38,1,
426190,حومش سالك بالاتجاهين حاليا,1557932670,2023,3,15,16,41,51,
426191,ايش في ع الكونتينر,5681387708,2023,3,15,16,44,27,"ولا اشي على الحاجز 
بس الشوفيرية مش محترمين القانون ولا محترمين حدا"
426192,؟؟,5681387708,2023,3,15,16,44,30,
426193,هيني بالعبيديه  شوي بوصل بس لسا ازمه,1827882971,2023,3,15,16,46,10,
426194,العبيديه حركه سير ماشيه للجهتين,1827882971,2023,3,15,16,46,34,
426195,"ولا اشي على الحاجز 
بس الشوفيرية مش محترمين القانون ولا محترمين حدا",1858641634,2023,3,15,16,46,34,طبعا سالك للي رايح على العيزرية
426196,مسا الخير للجميع,1017413239,2023,3,15,16,47,10,
426197,شو وضع طريق نابلس,1017413239,2023,3,15,16,47,17,
426198,من زعترة,1017413239,2023,3,15,16,47,20,سالكه توكل عالله
426199,ازمة ع الكونتير,1535768922,2023,3,15,16,47,35,
426200,طبعا سالك للي رايح على العيزرية,1858641634,2023,3,15,16,47,44,وازمة للعبيدية
426201,سالكه توكل عالله,1827882971,2023,3,15,16,47,48,عشت
426202,وازمة للعبيدية,1858641634,2023,3,15,16,47,56,الله يبشرك بالخير 
426203,عشت,1017413239,2023,3,15,16,48,44,
426204,الله يبشرك بالخير ,1535768922,2023,3,15,16,49,15,
426205,ع الكونتير,1535768922,2023,3,15,16,49,54,
426206,العبيديه ازمه للجنوب,1827882971,2023,3,15,16,49,55,
426207,شباب يسعد مساكم حدا يفيدنا شو وضع حوارة للي نازل على نابلس,5180975242,2023,3,15,16,50,15,توكل عالله حركه سير ماشيه
426208,توكل عالله حركه سير ماشيه,1827882971,2023,3,15,16,50,49,
426209,العبيديه صارت ازمه للجهتين,1827882971,2023,3,15,16,51,7,لسا محكيتش ايشي
426210,يسلمو يا محترم,5180975242,2023,3,15,16,51,26,
426211,شو وضع الكونتينر,1203593896,2023,3,15,16,52,26,"ازمه جدا للجنوب
حركه سير قويه للشمال"
426212,"ازمه جدا للجنوب
حركه سير قويه للشمال",1827882971,2023,3,15,16,52,49,
426213,لسا محكيتش ايشي,1765380048,2023,3,15,16,52,50,خليك بحالك
426214,خليك بحالك,1827882971,2023,3,15,16,53,14,
426215,"مرحبا  اذا في حدا من نابلس 
بدي رقم مجمع التكاسي تاع السرفيس الي في وسط البلد او رقم شوفير منهم  ضروري ضيعت هويتي في تكسي",1184962079,2023,3,15,16,53,42,على اي خط؟
426216,انزل عالمجمع افضل,1827882971,2023,3,15,16,54,9,عشان هسا انا مش موجود في نابلس
426217,على اي خط؟,1018320076,2023,3,15,16,54,13,البلد  الاكاديمية
426218,البلد  الاكاديمية,1184962079,2023,3,15,16,54,30,
426219,عشان هسا انا مش موجود في نابلس,1184962079,2023,3,15,16,54,50,
426220, ابو ربحي مراقب خط رفيديا,1018320076,2023,3,15,16,54,55,يسلمو غلبتك
426221,ولك انتا ملك,1827882971,2023,3,15,16,55,11,
426222,يسلمو غلبتك,1184962079,2023,3,15,16,55,24,ان شاءالله بتلاقها
426223,ان شاءالله بتلاقها,1018320076,2023,3,15,16,55,46,ان شاء الله
426224,ان شاء الله,1184962079,2023,3,15,16,56,0,احكي معه اعطيه مواصفات الشوفير بعرفلك مين
426225,جيفارا حاسس لو بدي صحن حمص تبعتلي رقم مطعم ,1827882971,2023,3,15,16,56,9,ابشر
426226,احكي معه اعطيه مواصفات الشوفير بعرفلك مين,1018320076,2023,3,15,16,56,37,
426227,,5314061579,2023,3,15,16,56,38,ايمتا طالع لاني حاسسك بالدار
426228,اخر تحديث سالك,1018320076,2023,3,15,16,57,50,
426229,ابشر,1018320076,2023,3,15,16,57,56,
426230,ايمتا طالع لاني حاسسك بالدار,1827882971,2023,3,15,16,57,59,
426231,,5365604060,2023,3,15,16,59,1,هذا بكرا الصبح شكلو
426232,هذا بكرا الصبح شكلو,1765380048,2023,3,15,16,59,30,
426233,مفرق جيت وصرة فاضيات,1765380048,2023,3,15,16,59,35,
426234,مخصوم الحمره تفتيش للي طالع عنابلس,5652920262,2023,3,15,16,59,49,
426235,كيف الطريق من رام الله لطولكرم,899178422,2023,3,15,17,0,30,
426236,واد النار ازمه للجنوب,1827882971,2023,3,15,17,0,58,
426237,"الكونتينر للشمال سالك تماما 
للجنوب ازمه ماشيه",1827882971,2023,3,15,17,4,31,
426238,الفندق سالك,1765380048,2023,3,15,17,4,51,
426239,,5652920262,2023,3,15,17,5,4,
426240,نذكركم اشتغلو اشارات الفندق,1765380048,2023,3,15,17,5,9,
426241,طريق رام الله كيف,5042494671,2023,3,15,17,6,2,مليحة
426242,للي راجع على نابلس,5042494671,2023,3,15,17,6,10,توكل عالله حركه سير ماشيه
426243,توكل عالله حركه سير ماشيه,1827882971,2023,3,15,17,7,1,
426244,مليحة,1765380048,2023,3,15,17,7,3,
426245,"يسعد مسا الجميع
سؤالهل يوجد سيارة من نابلس إلى منطقة الريحان في رام الله لتوصيل  طالبة طب تتدرب في مستشفى الاستشاري لمدة شهر ابتداء من يوم الاحد ارجو مراسلتي على الخاص",1706730972,2023,3,15,17,9,36,
426246,شباب حاجز 17 سالك؟؟,5429747549,2023,3,15,17,9,37,
426247,الكونتينر للي طالع للجنوب 5 صايدايت واغلبهم شاحنات بدكم الله ينصرنا,1827882971,2023,3,15,17,9,58,
426248,فخمين عالكونتينر,1827882971,2023,3,15,17,10,8,
426249,شفير العمومي هاد مااعتقد بني ادم,1827882971,2023,3,15,17,10,26,هاد اسمه يائين
426250,ديرستيا سالك,1765380048,2023,3,15,17,12,19,سالك ونظيف
426251,سالك ونظيف,1067759880,2023,3,15,17,13,27,
426252,,5338001220,2023,3,15,17,13,45,
426253,هاد اسمه يائين,1067759880,2023,3,15,17,13,52,
426254,العيزريه ازمه للي طالع للجنوب,1827882971,2023,3,15,17,14,41,
426255,شباب عممو باتجاه البلد من شارع السكة,1717012636,2023,3,15,17,14,49,
426256,حوارة كيف,1710087798,2023,3,15,17,16,17,سالكه توكل عالله
426257,سالكه توكل عالله,1827882971,2023,3,15,17,16,30,
426258,معبر زعييم سالك,1827882971,2023,3,15,17,20,21,
426259,طولكرم نابلس كيف شباب,1499751722,2023,3,15,17,20,42,حاليا سالكه مافي اشي
426260,حاليا سالكه مافي اشي,1827882971,2023,3,15,17,20,58,
426261,مشكور,1499751722,2023,3,15,17,21,5,
426262,كيف طرق رام الله جهة دير بلوط,5583439324,2023,3,15,17,21,5,سالكه الشباب مرو منها قبل شوي
426263,سالكه الشباب مرو منها قبل شوي,1827882971,2023,3,15,17,21,32,
426264,طريق زعييم عناتا سالك فاضيه,1827882971,2023,3,15,17,22,31,
426265,,1765380048,2023,3,15,17,23,25,اوك
426266,اوك,1827882971,2023,3,15,17,24,4,
426267,قف عناتا ازمه خفيفه,1827882971,2023,3,15,17,24,26,
426268,مربعه فاتحه للداخل,1922159451,2023,3,15,17,26,2,
426269,شو وضع شافي شمرون يا شباب,5276101091,2023,3,15,17,26,48,تفتيش عشوائي للي طالع من نابلس وحاليا سالك
426270,خط تل المربعة سالك ونظيف,5912318119,2023,3,15,17,26,49,
426271,تفتيش عشوائي للي طالع من نابلس وحاليا سالك,1827882971,2023,3,15,17,27,19,
426272,عم بنصبوا حاجز للي طالع من صرة,5435135709,2023,3,15,17,27,22,على وجهك معلم غياباتك كترو
426273,على وجهك معلم غياباتك كترو,1827882971,2023,3,15,17,27,40,"ههههه حبيبي يا غالي
لا انا داخل على نابلس شفتهم ببسطوا للي طالع"
426274,"ههههه حبيبي يا غالي
لا انا داخل على نابلس شفتهم ببسطوا للي طالع",5435135709,2023,3,15,17,28,23,
426275,طلوع حزمه من جهة عناتا ازمه,1827882971,2023,3,15,17,28,30,ملك الازمات والله زمان عنك
426276,ملك الازمات والله زمان عنك,5435135709,2023,3,15,17,29,13,
426277,معبر حزمه ازمه للجهتين,1827882971,2023,3,15,17,29,33,
426278,بوابة عين برده فاتحه ولا مسكره,5431034921,2023,3,15,17,30,19,فاتحه
426279,حزمه لجبع حركه سير قويه ماشيه,1827882971,2023,3,15,17,31,31,
426280,فاتحه,1827882971,2023,3,15,17,31,35,
426281,يعطيكم العافية كيف وضع صره بعد اذنكم,1067759880,2023,3,15,17,31,36,
426282,"مرحبا
شو وضع الكونتينر؟",5965320444,2023,3,15,17,31,41,"للجنوب ازمه جدا 
للشمال سالكه"
426283,"للجنوب ازمه جدا 
للشمال سالكه",1827882971,2023,3,15,17,32,0,
426284,شباب شو وضع الي داخل صره ؟,1449694897,2023,3,15,17,33,9,"للي داخل نابلس سالك 
الي طالع حطو حاجز قبل شوي"
426285,"للي داخل نابلس سالك 
الي طالع حطو حاجز قبل شوي",1827882971,2023,3,15,17,35,43,حضرتك المسؤول هون
426286,حاجز حوارة شو وضعه,797907817,2023,3,15,17,36,29,حاليا سالك
426287,حاليا سالك,1827882971,2023,3,15,17,36,35,
426288,حضرتك المسؤول هون,1067759880,2023,3,15,17,36,47,تفضل كيف بقدر اساعد عطوفتك
426289,في شي ع مربعه,5682186188,2023,3,15,17,36,54,سالكه
426290,تفضل كيف بقدر اساعد عطوفتك,1827882971,2023,3,15,17,37,5,جاوب عن صره لو سمحت
426291,سالكه,1827882971,2023,3,15,17,37,12,
426292,كيف صره بعد اذنك,1067759880,2023,3,15,17,37,28,رح اشيل الحاجز واحطلك تمثال مكانو على قد مابتسال عن صره
426293,جاوب عن صره لو سمحت,1557932670,2023,3,15,17,37,44,
426294,دير شرف سالك ولى لا,5652281845,2023,3,15,17,38,3,اه سالك توكل عالله
426295,رح اشيل الحاجز واحطلك تمثال مكانو على قد مابتسال عن صره,1827882971,2023,3,15,17,38,15,فكعت ضحك
426296,اه سالك توكل عالله,1827882971,2023,3,15,17,38,29,تسلم اخوي
426297,فكعت ضحك,1067759880,2023,3,15,17,38,49,اي خدمه تانيه بخصوص جوالك
426298,تسلم اخوي,5652281845,2023,3,15,17,38,56,
426299,اي خدمه تانيه بخصوص جوالك,1827882971,2023,3,15,17,39,11,تشرب شي
426300,تشرب شي,1067759880,2023,3,15,17,39,32,
426301,دير شرف سالكة ولا شو وضعها,1915004134,2023,3,15,17,39,39,واله سالكه
426302,حبينا نتزهزه انا والحج معتصم الحلو,1067759880,2023,3,15,17,40,21,انتا عراسي
426303,انتا عراسي,1827882971,2023,3,15,17,40,47,يسلم هالراس والي حامله توصل بالسلامه ان شاء الله حبيب ابو علاء
426304,واله سالكه,1827882971,2023,3,15,17,40,56,
426305,يسلم هالراس والي حامله توصل بالسلامه ان شاء الله حبيب ابو علاء,1067759880,2023,3,15,17,41,32,
426306,اشارات بيت ايل سالكه,1827882971,2023,3,15,17,42,9,
426307,مسا الخير شباب,1113693261,2023,3,15,17,42,31,
426308,طريق من جنين لنابلس كيف ؟,1113693261,2023,3,15,17,42,37,ممتازه
426309,ممتازه,1827882971,2023,3,15,17,43,16,
426310,سيارتين شرطه من اشارات بيت ايل باتجاه مخماس,1827882971,2023,3,15,17,43,47,
426311,"مسا الخير 
كيف طريق قلنديا يا جماعة؟",2092238822,2023,3,15,17,45,38,
426313,من رام الله لحزما كيف؟,2092238822,2023,3,15,17,45,55,حركه سير ماشيه
426314,"Tiger 21  يقوم بإرسال رسائل مزعجة  
العقوبة مكتوم  حتى 16032023 0645",5811611567,2023,3,15,17,45,55,
426315,اشارات عوفرا سالك تماما  وبوابة عين يبرود فاتحه,1827882971,2023,3,15,17,46,40,
426316,حركه سير ماشيه,1827882971,2023,3,15,17,46,54,
426317,كيف صره؟,5777868917,2023,3,15,17,49,16,بتجنن دخول سالكه وخروج عليها حاجز وتفتيش
426318,بتجنن دخول سالكه وخروج عليها حاجز وتفتيش,1067759880,2023,3,15,17,50,29,
426319,اشارات عيون الحراميه سالكه,1827882971,2023,3,15,17,51,20,
426320,يسعد مساكم,5774104199,2023,3,15,17,51,32,
426321,في اشي ع جبع؟,5774104199,2023,3,15,17,51,38,اي جبع
426322,شبابب,5774104199,2023,3,15,17,51,52,
426324,حبايب,5774104199,2023,3,15,17,52,13,
426325,اقرأ فوق اخي الكريم,1067759880,2023,3,15,17,52,30,
426326,فش حد كاتب اشي بخصوص جبع,5774104199,2023,3,15,17,53,13,
426327,اي جبع,1827882971,2023,3,15,17,54,6,
426328,اشارات شيلو سالكه تماما,1827882971,2023,3,15,17,55,29,
426329,"شباب يعطيكم العافيه 
حاجز المربعه شو وضعو حدا يفيدنا اذا سمحتو",1620978988,2023,3,15,17,58,5,حاليا سالك اخي توكل عالله
426330,اشارات عيلي سالكه,1827882971,2023,3,15,17,58,21,
426331,جيب شرطه على مدخل معوجات اللبن,1827882971,2023,3,15,17,59,29,
426332,حاليا سالك اخي توكل عالله,1827882971,2023,3,15,17,59,46,
426333,تسلم اخوي,1620978988,2023,3,15,18,0,6,
426334,️ صره تفتيش,5137751627,2023,3,15,18,1,22,للداخل لنابلس ولا للخارج اخوي
426335,للداخل لنابلس ولا للخارج اخوي,2013101750,2023,3,15,18,2,18,للخارج
426336,للخارج,5137751627,2023,3,15,18,2,36,يسلمهم يخوي يعطيك العافية
426337,يسلمهم يخوي يعطيك العافية,2013101750,2023,3,15,18,3,26,الله يعافيك يا رب  بالسلامة
426338,من رام الله ل جنبن,782999126,2023,3,15,18,3,41,
426339,في اشي,782999126,2023,3,15,18,3,44,
426340,كيف الطرريق من نابلس لا اريحا,1861886110,2023,3,15,18,3,44,سالك حج
426341,️من بيت لحم الكونتينر العيزربه زعييم عناتا حزمه جبع بيت ايل عيون الحراميه شيلو عيلي اللبن الساويه زعتره تعبت وانا بكتب سالك للجهتين مع وجود شرطه باغلب الطريق,1827882971,2023,3,15,18,4,0,هيني مروح من بيت لحم ل جنين
426342,الله يعافيك يا رب  بالسلامة,5137751627,2023,3,15,18,4,6,
426343,سالكه,1827882971,2023,3,15,18,4,40,
426344,هيني مروح من بيت لحم ل جنين,782999126,2023,3,15,18,4,53,توكل عالله سالكه
426345,زعتره سالك تماما للجهتين,1827882971,2023,3,15,18,5,33,
426346,توكل عالله سالكه,1827882971,2023,3,15,18,5,41,
426347,وين بدك توصل طلب يا سعيد,1874060421,2023,3,15,18,8,26,تسهلنا على اريحا وطريق الحمد لله كانت سالكه
426348,سالك حج,1874060421,2023,3,15,18,8,41,
426349,دوار بيتا  حركه سير ماشيه وانتبهو الجنود عاليمين والشمال,1827882971,2023,3,15,18,9,1,شكرا اخوي ️
426350,شكرا اخوي ️,5139432564,2023,3,15,18,9,26,
426351,دوار عينبوس سالك تماما حركه سير ماشيه للجهتين وكان,1827882971,2023,3,15,18,10,20,
426352,دوار ييتسهار سالك تماما وفاضي للجهتين,1827882971,2023,3,15,18,12,38,
426353,حاجز حواره سالك تماما وفاضي للجهتين,1827882971,2023,3,15,18,14,33,
426354,"مسا الخير 
كيف وضع حاجز قلنديا للداخل لرام الله؟",5879579924,2023,3,15,18,15,24,حاليا حركه سير ماشيه
426355,"انشالله تكونو انبستطو بالرحله اليوم 
حاليا جميع الطرق بين المحافظات سالكه حركه سير طبيعيه مافي مشاكل 
السلامه للجميع ",1827882971,2023,3,15,18,15,27,مبسوطين مبسوطين 
426356,حاليا حركه سير ماشيه,1827882971,2023,3,15,18,16,13,
426357,برهوم ويبن انتا؟؟,1827882971,2023,3,15,18,16,46,ع روجيب
426358,مبسوطين مبسوطين ,5139432564,2023,3,15,18,16,48,
426359,ع روجيب,5139432564,2023,3,15,18,17,13,مسهله
426360,مسهله,1827882971,2023,3,15,18,20,22,حبيب القلب ️
426361,طريق جبع الى نازل ع حزما ازمة شديدة,1018320076,2023,3,15,18,20,48,
426362,حبيب القلب ️,5139432564,2023,3,15,18,21,11,
426363,,5582037122,2023,3,15,18,22,38,
426364,شو وضع حاجز صره,5035406316,2023,3,15,18,23,6,
426365,حومش سالك حاليا,1557932670,2023,3,15,18,24,1,
426367,حاليا سالك,1827882971,2023,3,15,18,26,46,
426368,واد النار اززززمه,1827882971,2023,3,15,18,27,1,
426369,كيف طريق حوارة زعترة,5295622140,2023,3,15,18,29,36,سالكه فش مستوطنين بس ملان جيش ما بخوفو 
426370,سالك,5586294245,2023,3,15,18,30,15,
426371,سالكه فش مستوطنين بس ملان جيش ما بخوفو ,5139432564,2023,3,15,18,30,22,
426372,كيف طريق حومش؟,1600201111,2023,3,15,18,30,32,فاضيه
426373,فاضيه,1827882971,2023,3,15,18,32,39,
426374,السلام عليكم كيف الطريق من طولكرم ل رام الله ويتسهار كيف,5200301939,2023,3,15,18,34,28,"وعليكم السلام 
سالكه ان شاء الله"
426375,كيف طريق زعتره,5775554226,2023,3,15,18,34,45,
426376,"وعليكم السلام 
سالكه ان شاء الله",5209326187,2023,3,15,18,35,9,
426377,بوابة عين يبرود سالكة مفتوحة,1858641634,2023,3,15,18,38,58,
426378,قلقيلية سالكة,1765380048,2023,3,15,18,41,46,
426379,بوابة عزون فاتحة مع تواجد لدورية جيش بالمكان,1765380048,2023,3,15,18,46,31,
426380,"صرة سالك

حاجز شرطة عند كدوميم باتجاه قلقيلية",1870516262,2023,3,15,18,48,31,فش اخي حواجز
426381,شو وضع بيت فوريك,5152390190,2023,3,15,18,53,47,
426382,الفندق سالك,1765380048,2023,3,15,18,54,8,
426383,فش اخي حواجز,1765380048,2023,3,15,18,57,17,"لحظة ما بعتت كنت مارق عنو
معناتو قاموه"
426384,فش ايشي على كدوميم شالك,1765380048,2023,3,15,18,57,32,
426385,"لحظة ما بعتت كنت مارق عنو
معناتو قاموه",1870516262,2023,3,15,18,58,28,
426386,مفرق جيت وضرة سالكات,1765380048,2023,3,15,18,59,2,
426387,,1112824069,2023,3,15,19,4,8,
426388,,1112824069,2023,3,15,19,4,13,
426389,طريق يتسهار كيف ؟؟,5252454907,2023,3,15,19,4,17,سالك
426390,,1438906797,2023,3,15,19,6,11,
426391,حد مرق من حواره,1438906797,2023,3,15,19,7,31,سالكة حوارة
426392,؟؟,1438906797,2023,3,15,19,7,33,
426393,حواره سالكه؟,5082008351,2023,3,15,19,9,59,
426394,اه سالكة حوارة,938419190,2023,3,15,19,10,53,
426395,يسلمو,5082008351,2023,3,15,19,11,13,
426396,سالكة حوارة,1278989564,2023,3,15,19,20,15,
426397,سالك,1278989564,2023,3,15,19,20,19,
426398,في حاجز شرطة عند بركان,1724434021,2023,3,15,19,20,41,شو سبب الحاجز؟؟
426399,طريق الفندق كدوميم نابلس  سالك,5174594955,2023,3,15,19,21,4,
426400,شو سبب الحاجز؟؟,5515805786,2023,3,15,19,21,26,
426401,مش عارف,1724434021,2023,3,15,19,21,36,
426402,يتسهار سالك,5242517792,2023,3,15,19,21,37,
426403,,1724434021,2023,3,15,19,22,14,هيني واقف قدام
426404,هيني واقف قدام,5515805786,2023,3,15,19,22,39,
426405,ابصر شو في شفت اسعاف داخلة ع المستوطنة,1724434021,2023,3,15,19,23,13,
426406,تجمعات على حاجز حواره  فيه منو هالحكي ؟؟؟,5139432564,2023,3,15,19,25,48,
426407,حدا بحواره ؟,5139432564,2023,3,15,19,28,47,
426408,حاجز حواره كيف وضعها سالك ؟,1835700526,2023,3,15,19,33,38,
426409,وفتيش على شافي شمرون من جميع الاتجاهات,5809503988,2023,3,15,19,35,50,
426410,شو وضع حوارةر,1782566888,2023,3,15,19,41,49,
426411,؟,1782566888,2023,3,15,19,41,51,سالك
426412,سالك,1874060421,2023,3,15,19,46,11,
426413,يتسهار شو الوضع ؟؟,1882660014,2023,3,15,19,48,41,
426414,حاجز حواره كيف شباب سالك,1999829813,2023,3,15,19,49,8,
426415,؟؟,1999829813,2023,3,15,19,49,11,
426416,شباب في سيارة بفتشوا فيها قبل دوار ديرشرف للي جاي من جنين,1384833236,2023,3,15,19,51,6,
426417,يا اخوان حواره زعتره دير شرف سالك من الصبح ولحد الان,1874060421,2023,3,15,19,52,6,
426418,يا جماعة كيف الطريق من نابلس لقلقيلية؟؟,5062314388,2023,3,15,19,59,15,
426419,بيت ايل,5332049148,2023,3,15,20,12,52,
426420,طريق,5332049148,2023,3,15,20,13,0,
426421,"يسعد مساكم 
طريق جبع الي نازل ع حزما كيف؟؟",5603298417,2023,3,15,20,17,24,
426422,,1112824069,2023,3,15,20,18,19,
426423,"مسا الخير
من رام الله لنابلس حد طلع 
وأي طريق طلع",908438172,2023,3,15,20,26,51,انا مروح من رام الله هس بخبرك
426424,زعترة حوارة تمام,908438172,2023,3,15,20,27,6,
426425,انا مروح من رام الله هس بخبرك,5139432564,2023,3,15,20,27,16,
426426,حواره يا شباب ؟,5998665231,2023,3,15,20,27,23,
426427,بعدني عند عوفرا وبيت ايل سالك,5139432564,2023,3,15,20,27,26,
426428,زعتره تمام,5235349200,2023,3,15,20,27,32,
426429,الطريق من رام الله لبيتا سالكه مع شوية ازمه عند مدخل جامعة ارائيل بزبطو بالشارع,5235349200,2023,3,15,20,28,57,شكرا
426430,شكرا,6154744757,2023,3,15,20,31,19,
426431,يتسهار سالك,5235349200,2023,3,15,20,35,17,
426432,شباب كيف حاجز حواره؟,1666266921,2023,3,15,20,36,25,هس مرقو فش اشي
426433,لعند اشارات شيلو سالكه,5139432564,2023,3,15,20,37,31,
426434,هس مرقو فش اشي,5139432564,2023,3,15,20,37,50,
426435,علعافيه شباب شو وضع الطريق من نابلس لطولكرم,1825238998,2023,3,15,20,37,54,
426436,تواجد لجيبات الاحتلال ع حاجز بيت فوريك وتواجد لجرافتين هناك وهو سالك حتى الان,5534550446,2023,3,15,20,37,56,
426437,,2076284790,2023,3,15,20,38,4,
426438,حوارة,2076284790,2023,3,15,20,38,7,مغلق ولا سالك
426439,شو وضع نابلس طولكرم,1825238998,2023,3,15,20,39,9,
426440,مغلق ولا سالك,1555392613,2023,3,15,20,39,47,هي فتحوه
426441,بمشوا شوي شوي,2076284790,2023,3,15,20,40,24,
426442,دير شرف شو وضعها,1825238998,2023,3,15,20,41,35,
426443,هي فتحوه,2076284790,2023,3,15,20,41,46,
426444,صره شو وضعها؟,2026923271,2023,3,15,20,42,20,؟
426445,في جيش على حواره بس سالك,5882894478,2023,3,15,20,42,55,
426446,شو وضع حاجز حوارة,5434145849,2023,3,15,20,42,58,سالك مع تواجد الجيش
426447,؟,2026923271,2023,3,15,20,43,49,
426448,سالك مع تواجد الجيش,2076284790,2023,3,15,20,43,56,
426449,زعتره سالك,5139432564,2023,3,15,20,47,8,
426450,حوارة سالكة وفي جيش,654417100,2023,3,15,20,49,53,صحيح
426451,صحيح,5139432564,2023,3,15,20,50,5,
426452,دوار سلمان الفارسي سالك بكل الاتجاهات ونظيف,5912318119,2023,3,15,20,51,30,
426453,اول سياره كنت ع الحاجز سكروه بوجهي,5545535785,2023,3,15,20,51,43,
426454,بعدين مرقونا,5545535785,2023,3,15,20,51,50,
426455,دوار قدوميم في شرطه وجيش,5452844355,2023,3,15,20,53,16,كثير؟
426456,كثير؟,5275696057,2023,3,15,20,54,18,
426457,"مخصوم حواره سالك بس فيه عليه جيش كثير ديرو بالكم

السلامه للجميع ",5139432564,2023,3,15,20,55,25,
426458,تسهلنا على اريحا وطريق الحمد لله كانت سالكه,1861886110,2023,3,15,20,58,17,
426459,تفتيش شديد على حاجز حواره على الخارج وعلى الداخل ديرو بالكم,2030887450,2023,3,15,21,0,35,
426460,هي الجيش اقتحمو نابلس,5139432564,2023,3,15,21,0,53,
426461,,2030887450,2023,3,15,21,1,36,اذا فايت عنابلس راح تتغلب هس دخلو نابلس
426462,اذا فايت عنابلس راح تتغلب هس دخلو نابلس,5139432564,2023,3,15,21,4,56,
426463,او لف عن يتسهار وارجع رجوع ع نابلس,5139432564,2023,3,15,21,5,17,
426464,شباب شو وضع حواره,1666266921,2023,3,15,21,5,47,
426465,انا مروح من نابلس,1666266921,2023,3,15,21,5,51,
426466,انا فايت عنابلس,1968092740,2023,3,15,21,5,55,
426467,مساء النور طريق يتسهار سالك ؟؟,1747050543,2023,3,15,21,6,0,
426468,شو وضع حوارة او يتسهار؟,1326566223,2023,3,15,21,6,13,دخل الجيش ع المنطقه الشرقيه من نابلس
426469,كيف دير شرف,1968092740,2023,3,15,21,6,15,
426470,الي فايت ع نابلس من جهة حواره راح يتغلب الجيش هس دخلو وسكرو المداخل,5139432564,2023,3,15,21,6,45,
426471,حواره تفتيش,2030887450,2023,3,15,21,6,51,
426472,,5434775381,2023,3,15,21,6,55,
426473,بس برمرقو,2030887450,2023,3,15,21,7,1,
426474,دير سرف حدا بعرف اشي,1968092740,2023,3,15,21,7,2,
426475,بمرقو,2030887450,2023,3,15,21,7,7,
