id,message,from_id,reply_to,year,month,day,hour,minute,second
412111,شباب بحوارة في شحن بطلعو في الجيش ديرو بالكم حد يصور,5217247030,-1,2023,3,8,12,31,32
412112,,5532246686,-1,2023,3,8,12,31,59
412113,صره كيف,5027043471,-1,2023,3,8,12,32,28
412114,ممتاز وسالك حاليا,1557932670,412113,2023,3,8,12,33,0
412115,يا اخوان,5027043471,-1,2023,3,8,12,33,18
412116,كيف حوارة و زعترة هلا,5317607405,-1,2023,3,8,12,33,51
412117,سالكين,1557932670,412116,2023,3,8,12,34,26
412118,الان ،،حاجز حوارة سالك للجهتين,5912318119,-1,2023,3,8,12,34,55
412119,من شوي كان حوارة مسكر,5810612158,412116,2023,3,8,12,34,59
412121,حاجز حوارة سالك للاتجاهين,1220029861,-1,2023,3,8,12,35,45
412122,شباب في عالتيلجرام جروبات عمال؟ بدنا عمال,5365573496,-1,2023,3,8,12,36,1
412123,,1897618975,-1,2023,3,8,12,36,27
412124,طريق بيت لحم رام الله شو وضعها؟,5621141740,-1,2023,3,8,12,39,7
412125,صره ل عزون سالك,5777868917,-1,2023,3,8,12,39,16
412126,شو وضع الطريق من اريحا لنابلس,5151559165,-1,2023,3,8,12,40,57
412127,,5755653461,-1,2023,3,8,12,43,26
412128,المربعة .. حاجز,5755653461,-1,2023,3,8,12,43,46
412129,شو وضع طريق من طولكرم لنابلس,6174669099,-1,2023,3,8,12,44,20
412130,من الحمرا  الي أريحا سالك,5708073054,-1,2023,3,8,12,44,46
412131,شو الوضع في بيت ايل,5516483044,-1,2023,3,8,12,45,6
412132,في مواجهات,5516483044,-1,2023,3,8,12,45,8
412133,لا,946490964,412132,2023,3,8,12,45,34
412134,سالكة,946490964,412129,2023,3,8,12,45,41
412135,سالكة,946490964,412124,2023,3,8,12,45,55
412136,سالكة,946490964,412126,2023,3,8,12,46,2
412137,سالكه,1887156416,-1,2023,3,8,12,49,32
412138,بوابه عين يبرود فاتحه ولا كيف ؟؟؟,1542909060,-1,2023,3,8,12,49,48
412139,,5577740844,-1,2023,3,8,12,50,45
412140,شو وضع الطريق من رام الله لحوارة,899178422,-1,2023,3,8,12,50,52
412141,"أسمعت في أحداث 
صحيح ؟!",899178422,-1,2023,3,8,12,51,0
412142,شو وضع الحمرا شباب,5577740844,-1,2023,3,8,12,51,16
412143,سالكة,946490964,412140,2023,3,8,12,51,32
412144,سالكه لكن مليانه شرطه,1557932670,412140,2023,3,8,12,51,37
412145,اخر تحديث انه سالك,1557932670,412142,2023,3,8,12,51,55
412146,طريق رامالله سالكة؟,5468495236,-1,2023,3,8,12,52,40
412147,سالكة,946490964,412146,2023,3,8,12,52,52
412148,"في ازمة سالكة
من العبيدية باتجاه بيت لحم 
السبب طبعا المتخلفين ذهنيا 
الي بدهم تجاوزوا وما يستنوا ثواني",1345552135,-1,2023,3,8,12,53,14
412149,"زعترة سالك بكل الاتجاهات 

كامل خط حوارة الرئيسي سالك 

دوار سلمان الفارسي سالك بكل الاتجاهات 

كامل خط يتسهار سالك",5912318119,-1,2023,3,8,12,53,32
412150,رام الله جنين سالكة,5405699748,-1,2023,3,8,12,56,52
412151,الحمد الله,5405699748,-1,2023,3,8,12,56,58
412152,شباب شو وضع الحمرا,5828647708,-1,2023,3,8,13,4,43
412153,"صحيح قدرتوا تمنعوا الرايات الخضراء من انها ترتفع  بجنازة الشهيد

لكن عشرات الالاف طلعوا بجنازته وهتفوا باسمه، كل العالم شافت عمليته في حوارة، كل العالم عرفت عنه، كل العالم شافت صورته بعصبة كتائب القسام والوشاح الأخضر، هاي الاشياء ما بتقدروا تمنعوها ولا حتقدروا

الشهيد اله المجد ورح يكتب التاريخ عن عمليته ونضاله، وانتو رح يبصق التاريخ عليكم",5938942502,-1,2023,3,8,13,5,0
412154,من حوارة لنابلس شو اسهل طريق!,1947302918,-1,2023,3,8,13,6,13
412155,المربعة,5338861784,-1,2023,3,8,13,6,22
412156,نابلس رام الله كيف اليوم,1859249642,-1,2023,3,8,13,8,38
412157,بيت  ايل سالك تماما ما في اي شي,1960864738,-1,2023,3,8,13,8,42
412158,رادار ع طريق عوفرا سياره شرطه سودا عند الصخر ...انتبهوووا,1960864738,-1,2023,3,8,13,14,49
412159,حواره زعتره في اشي اليو م؟,1859249642,-1,2023,3,8,13,14,50
412160,سلام نابلس قلقيليه كيف,1850189652,-1,2023,3,8,13,16,37
412161,سالك,5836487180,-1,2023,3,8,13,17,33
412162,حاجز حوارة,1410379345,-1,2023,3,8,13,18,33
412163,سالك ؟؟,1410379345,-1,2023,3,8,13,18,50
412164,بوابة عين يبرد فاتح ولا لا ؟,815966002,-1,2023,3,8,13,19,13
412165,⭕️ اشارات عيون الحرامية سالكة,946490964,-1,2023,3,8,13,19,27
412166,⭕️ بوابة عين يبرود فاتحة,946490964,-1,2023,3,8,13,19,36
412167,كيف حاجز حواره,1771121198,-1,2023,3,8,13,19,42
412168,حاجز صره حدا عندو علم,5217930940,-1,2023,3,8,13,19,43
412169,⭕️ اشارات عوفرا سالكة,946490964,-1,2023,3,8,13,19,45
412170,شوفي الطريق على حزما,5569510948,-1,2023,3,8,13,20,1
412171,سالك,6093960566,412168,2023,3,8,13,20,10
412172,سالكه,5466163669,412160,2023,3,8,13,22,32
412173,سالك,5466163669,412168,2023,3,8,13,22,32
412174,,5466163669,-1,2023,3,8,13,22,32
412175,لسا واقفة انتبهو,946490964,412158,2023,3,8,13,24,19
412176,⭕️ اشارات بيت ايل سالكة,946490964,-1,2023,3,8,13,24,31
412177,الحمرا سالك بالاتجاهين .. فاضي,5577740844,-1,2023,3,8,13,24,53
412178,مرحبا شباب..بوابة تل مغتوحة؟,5822213170,-1,2023,3,8,13,25,12
412179,حاجز عتاب شو وضعه ؟,1825355523,-1,2023,3,8,13,25,29
412180,عناب,1825355523,-1,2023,3,8,13,25,34
412181,عناب سالك,6093960566,-1,2023,3,8,13,25,38
412182,شكرا,1825355523,-1,2023,3,8,13,26,31
412183,لا,946490964,412178,2023,3,8,13,26,48
412184,طريق اريحا رام الله كيف يخوان,1991251829,-1,2023,3,8,13,28,51
412185,كيف وضع حاجز حوارة,1812658065,-1,2023,3,8,13,29,27
412186,سالك,1079951636,412185,2023,3,8,13,29,40
412187,سالكة,1079951636,412184,2023,3,8,13,29,44
412188,حاجز حوارة ورعتره نظاف,1887156416,-1,2023,3,8,13,35,1
412189,طريق اريحك سالكه,1887156416,-1,2023,3,8,13,35,18
412190,صره شو وضعها,5738408231,-1,2023,3,8,13,35,40
412191,كيف الطريق من رام الله إلى طولكرم,5210168216,-1,2023,3,8,13,36,3
412192,في شب,5210168216,-1,2023,3,8,13,36,6
412193,شي,5210168216,-1,2023,3,8,13,36,9
412194,,6154744757,-1,2023,3,8,13,36,33
412196,سالكة,946490964,412191,2023,3,8,13,37,1
412197,⭕️ طريق حزما ازمة ماشية,946490964,-1,2023,3,8,13,37,21
412198,شكرا,5210168216,-1,2023,3,8,13,37,35
412199,شباب شو وضع حوارة و زعترة,1771121198,-1,2023,3,8,13,43,27
412200,حوارة سالكة يا اخوان؟,1288421568,-1,2023,3,8,13,43,44
412201,شكرآ,1771121198,-1,2023,3,8,13,44,7
412202,ديروا بالكم يا شباب طريق رام الله ملان شرطه,1620978988,-1,2023,3,8,13,44,21
412203,شو وضع الطريق من اريحا لرام الله,2118074948,-1,2023,3,8,13,46,44
412204,سياره شرطه نزول عيون الحراميه,5003860179,-1,2023,3,8,13,47,29
412205,عند رمزون,5003860179,-1,2023,3,8,13,47,40
412206,مدخل طريق مخماس حاجز شرطة,1620978988,-1,2023,3,8,13,47,48
412207,,5003860179,-1,2023,3,8,13,48,11
412208,https://youtu.be/Gj4vAsStO7M,5205819017,-1,2023,3,8,13,48,19
412209,"دموع [5205819017] أرسل رابط 🔗 بدون إذن. 
العقوبة: مكتوم 🔇 حتى 09/03/2023 02:48.",5811611567,412208,2023,3,8,13,48,20
412210,شو وضع حوارة,1288421568,-1,2023,3,8,13,48,34
412211,هسه هاي السياره سحبوا سياره,1620978988,-1,2023,3,8,13,49,12
412212,حواره ساك,1960864738,-1,2023,3,8,13,49,12
412213,سالك,1960864738,-1,2023,3,8,13,49,15
412214,من رام الله لا عند البن ملان شرطه,5003860179,-1,2023,3,8,13,49,17
412215,حاجز صرة ؟,2028214822,-1,2023,3,8,13,49,22
412216,شو وضع اتسهار,5887644307,-1,2023,3,8,13,50,27
412217,جنين شو الوضع مداخل كيف,5612798543,-1,2023,3,8,13,51,34
412218,كيف طريق المربعه,5775554226,-1,2023,3,8,13,51,36
412219,لسا الشرطه على مفرق الساويه ؟,1043878291,-1,2023,3,8,13,51,44
412220,🙏,1288421568,412212,2023,3,8,13,52,23
412221,"يا اخوان يسعد مساكم طالع من الخليل ع جنين
كيف الوضع",5612798543,-1,2023,3,8,13,52,35
412222,اتوكل ع الله فش اشي,946490964,412221,2023,3,8,13,53,28
412223,سالك فش اشي,1219969393,412215,2023,3,8,13,54,3
412224,نابلس رام الله,6283759187,-1,2023,3,8,13,56,2
412225,سالكة بس شرطة ملان,946490964,412224,2023,3,8,13,56,21
412226,يخلف صديقي,6283759187,-1,2023,3,8,13,56,34
412227,يسعد مساكم جميعا شو وضع حوارة فاتح ؟,5881819483,-1,2023,3,8,13,56,44
412228,اذا بتطلع بكرة بدري احسن مشوارك طويل,5688092966,412222,2023,3,8,13,56,54
412229,فاتح,946490964,412227,2023,3,8,13,56,54
412230,اذا مش مطر عالمشوار اطلع بكرة بدري,5688092966,412221,2023,3,8,13,57,33
412231,حواره وزعتره سالك,5998665231,-1,2023,3,8,13,57,49
412233,زعترة طلوع نزول ولا سياره سالكه,5773940825,-1,2023,3,8,13,58,12
412234,حشان في دوريات شرطة,5998665231,412232,2023,3,8,13,58,34
412235,حاجز  شفا شمرون سالك,5040614189,-1,2023,3,8,13,59,13
412236,شباب الخبار هون  يلي بدو يسأل يكون قريب لنو وضع الحواجز كل دقيقه شي جديد  تعميم,5998665231,-1,2023,3,8,14,0,12
412237,والله منتشرين اليوم,1620978988,412234,2023,3,8,14,1,37
412238,قي سيارة خربانة,946490964,412232,2023,3,8,14,2,26
412239,هيك الطف,1620978988,412238,2023,3,8,14,2,45
412240,حادث بحوارة وبداية ازمة,5773940825,-1,2023,3,8,14,2,47
412241,بعد دوار عينابوس باتجاه نابلس,5773940825,-1,2023,3,8,14,3,19
412242,⭕️ طريق حزما عناتا سالكة,946490964,-1,2023,3,8,14,4,7
412243,يتسهار فاضي,5773940825,-1,2023,3,8,14,4,10
412244,شو أخبارك اديسيئو,1229141203,-1,2023,3,8,14,4,27
412245,سالك,946490964,412244,2023,3,8,14,4,50
412246,,5773940825,-1,2023,3,8,14,5,38
412247,جزاكم الله خير الجزاء,1229141203,-1,2023,3,8,14,5,55
412248,سياره شرطه عند مخماس كيا,5259104132,-1,2023,3,8,14,9,28
412249,شباب شو وضع الجسر فاتح والا مسكر ؟,5869197220,-1,2023,3,8,14,10,6
412250,دير شرف مسكره ؟ ولا سالك,5075838365,-1,2023,3,8,14,10,45
412251,ش وضع قلنديا ؟,5208717114,-1,2023,3,8,14,10,48
412252,فاتح لمفروض,1278989564,412249,2023,3,8,14,10,59
412253,فاتح يخوي,5261711338,412249,2023,3,8,14,11,5
412254,سالكة لهسه,1278989564,412250,2023,3,8,14,11,12
412255,"قلنديا سالك
عند الرام شباب بتجهز حاله للجيش بس ما في جيش",5259104132,412251,2023,3,8,14,11,47
412256,الجسر اليوم للساعه 8,1827882971,412249,2023,3,8,14,13,7
412257,شباب,1834867710,-1,2023,3,8,14,13,14
412258,كيف الوضع عزعترة,1834867710,-1,2023,3,8,14,13,18
412259,اه,1827882971,412257,2023,3,8,14,13,18
412260,سالكة ولا شو,1834867710,-1,2023,3,8,14,13,20
412261,سالك,1827882971,412258,2023,3,8,14,13,23
412262,⭕️ دوار عدي التميمي سالك,946490964,-1,2023,3,8,14,13,27
412263,ماشي يسلمو,1834867710,-1,2023,3,8,14,13,43
412264,⭕️ العيزرية حركة سير طبيعية,946490964,-1,2023,3,8,14,13,43
412265,بيت ايل,5259104132,-1,2023,3,8,14,14,17
412266,في اشي ع بوابة اللبن,1158114026,-1,2023,3,8,14,14,34
412267,؟؟؟,1158114026,-1,2023,3,8,14,14,36
412268,كان في شرطه زمان بس هلا سالكه,1827882971,412266,2023,3,8,14,14,59
412269,👍,5208717114,-1,2023,3,8,14,15,33
412270,شوً وضع المربعة شباب؟,5162918185,-1,2023,3,8,14,16,47
412271,شو وضع طريق حواره,1201675316,-1,2023,3,8,14,18,31
412272,طريق زعترة وحوار كيف يا شباب؟,824542592,-1,2023,3,8,14,18,41
412273,عوفرا,5259104132,-1,2023,3,8,14,18,57
412274,؟,5162918185,412270,2023,3,8,14,19,7
412275,شو وضع حوارة,5157310412,-1,2023,3,8,14,20,32
412276,لاخر تحديث سالك,1827882971,412270,2023,3,8,14,20,42
412277,حركه سير ماشيه,1827882971,412275,2023,3,8,14,20,46
412278,ماعليهم اشي السير ماشي,1827882971,412272,2023,3,8,14,20,56
412279,صره كيف شباب,5252564296,-1,2023,3,8,14,21,40
412280,سالك,1079951636,412279,2023,3,8,14,21,52
412281,,5252564296,-1,2023,3,8,14,22,24
412282,,6125648098,-1,2023,3,8,14,22,25
412283,شكرا,5252564296,-1,2023,3,8,14,22,29
412284,جميعه سالك,1079951636,412282,2023,3,8,14,22,58
412285,يسلمو,6125648098,-1,2023,3,8,14,23,32
412286,❤️👍,5252564296,-1,2023,3,8,14,23,41
412287,زعترة سالك,1299856867,-1,2023,3,8,14,23,51
412288,⭕️ حاجز الكونتينر ازمة,946490964,-1,2023,3,8,14,24,5
412289,,946490964,-1,2023,3,8,14,24,21
412290,عيون الحرميه,5259104132,-1,2023,3,8,14,24,32
412291,شباب شو وضع حوارة وزعتره,5222555196,-1,2023,3,8,14,26,7
412292,سالكات,1278989564,412291,2023,3,8,14,27,41
412293,عشت,6125648098,412284,2023,3,8,14,28,43
412294,شباب انا هسا فتت نابلس اجيت من سلفيت واد كانا لنابلس سالكه,5790274611,-1,2023,3,8,14,30,47
412295,كيف وضع الحمرة شباب؟,5149207599,-1,2023,3,8,14,31,45
412296,شيلو,5259104132,-1,2023,3,8,14,31,52
412297,عيلي سالك,5259104132,-1,2023,3,8,14,31,59
412298,هلأمرقت سالكة,5508363540,412295,2023,3,8,14,32,36
412300,"شباب طريق المعرجات اريحا شو وضعه
واريحا بشكل عام كيف امورها",1443933260,-1,2023,3,8,14,33,8
412302,حوارة سالك,1299856867,-1,2023,3,8,14,33,17
412303,الداخل والخارج ع نابلس حركة سير طبيعية,1278989564,-1,2023,3,8,14,33,58
412304,دوار يتسهار سالك تماما دون ازمات,1278989564,-1,2023,3,8,14,35,22
412305,دوار عينابوس فاضي,1278989564,-1,2023,3,8,14,37,12
412306,"حاجز عناب طولكرم سالك ونظيف 
دير شرف سالك 
حاجز صرة سالك ونظيف",5912318119,-1,2023,3,8,14,37,25
412307,محلات حوارة فاتحة؟,824542592,-1,2023,3,8,14,37,26
412308,مغلقة,1278989564,412307,2023,3,8,14,37,44
412309,دوار بيتا سالك مع تواجد للجيش,1278989564,-1,2023,3,8,14,38,43
412310,طول عمرهم ع دوار بلدنا بضلهم واقفين بسووش اشي,5433091299,412309,2023,3,8,14,39,8
412311,طلوع زعترة سالك بالاتجاهين,1278989564,-1,2023,3,8,14,40,21
412312,في جيش على المربعة؟,664521482,-1,2023,3,8,14,40,46
412313,في تفتيش؟,664521482,-1,2023,3,8,14,40,53
412314,لا حاليا,1827882971,412312,2023,3,8,14,41,31
412315,"دوار زعترة سالك
الجاي من رام الله ازمة خفيفة 
من قبلان فاضي",1278989564,-1,2023,3,8,14,42,3
412316,زعتره سالك,5259104132,-1,2023,3,8,14,43,7
412317,شباب في اشي على دير شرف و شافي شمرون,5176271037,-1,2023,3,8,14,44,47
412318,طريق قلقيلة فاتحه عادي,5388888820,-1,2023,3,8,14,45,9
412319,حاجز الكونتينر ازمة خانقة,946490964,-1,2023,3,8,14,45,16
412320,شو وضع الطريق من رام الله لنابلس,5910250324,-1,2023,3,8,14,45,23
412321,صره كيف وضعه,2054322851,-1,2023,3,8,14,45,35
412322,شو الوضع على طريق قلقيلة,5388888820,-1,2023,3,8,14,45,49
412323,"⭕️خط ارئيل سالك
⭕️دوار ارئيل سالك",1278989564,-1,2023,3,8,14,46,1
412324,من نابلس لجنين  طريق عصيرة شو وضعه ،؟؟؟,5311963744,-1,2023,3,8,14,46,37
412325,سالكه وصلت حواره من رام الله ما في اي مشاكل,5259104132,412320,2023,3,8,14,46,55
412326,؟؟؟,5176271037,412317,2023,3,8,14,47,22
412327,النبي صالح مواجهات ومغلق حاليا، البديل روابي او ام صفا,1557932670,-1,2023,3,8,14,47,43
412328,دوار سلمان الفارسي سالك ميه ميه,5259104132,-1,2023,3,8,14,48,42
412329,ربع ساعه ان شاء الله بكون هناك بخبرك,5259104132,412326,2023,3,8,14,49,10
412330,شباب حدا بعرف اشي عن الطريق من رام الله لاريحا؟,5732222994,-1,2023,3,8,14,49,22
412331,انشاءالله,5176271037,-1,2023,3,8,14,49,23
412332,شباب حواره سالك,6152009820,-1,2023,3,8,14,50,25
